ordinal,frame_key,split,source,why,status,in_manifest,settled_reference,settled_adjudication,primary_raters,allocation,allocation_g384
399,8b7a7979b56cf25bce732b80cb6ae7a1f4f52d8264571c798c5b705402a74926,development,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
400,c5a93ad76402254df4b91b451682785176e98d712e6bc8bb75bbeb47dd5f7b6a,heldout,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
401,8d33da4087aae1ca3066be26b29bdf1fe338c536f7d05f156c34abcaf2403dd3,development,extra,LABEL-DISAGREEMENT,SETTLED-G384,1,1,1,2,COMPLETE,COMPLETE
402,c651943b59ddbb91da9eccdfe04c602c1096f832e6057a3054d4808e12d136ce,heldout,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
403,8d5b2b3c0b8763b0f0db5d8b4e074138b845cf9751720663a6ff217428452fd1,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
404,cb10f94b2e678bf34463c8cfef1a517c4c94d5b3538a8d8c3dee7a246b0c81d5,heldout,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
405,8d6e3ca03ccdc8d53e89533b7ccf83fc930c8ac37c8c76486ebd943ba9944e09,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
406,cba96941045f0167baff7a2c2e7f5f5ba5938416fe6ea67dc4e92b15c3edb0aa,heldout,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
407,8e320a0fffa0fdb87ee022d1ea7b194ae6424a72f17809c079ebf50ae50f136a,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
408,cf13f4ac0e105eec8fafedf9a55015fed09a73cb0e602efeb5291d32d6838f84,heldout,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
409,8e75164581e242118111d367503ceb68f6d53d09f7fbd7f1b710409b3c8f27a9,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
410,d0daa78771d38fbb6789e50395d2168800483be92f525246ca5845be27d8fc43,heldout,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
411,8e7e22d96b7b81077ac9bca460f03e6f7ed360ec84124a0d4d41969871a383a2,development,extra,LABEL-DISAGREEMENT,SETTLED-G384,1,1,1,2,COMPLETE,COMPLETE
412,d13c6dc3777b23232d2fc1109060ae21e20fb376be523825218a502044b1fb3c,heldout,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
413,8ec372e96f437d5cc58b205b33ceec70b7d60e6c7d0a4e3628da189fc0199e8c,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
414,d188f300bf34656e8894ac210d9523c7cf0289fc4a3349a056ebdc5fe7d8b48f,heldout,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
415,8f7d53e4aab80f0da34787e4fc9b9b532c231776ea1830d879ec543f25695a11,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
416,d20dae939d7d3441f7fad84c37cbd4bc728af92027181193b07d93cbc5d9e2a5,heldout,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
417,8fc5f69f75423607a5af3ff25e76b8393faea61e80b5cf5bab9336e7458c8af8,development,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
418,d31f9a0c0ce22b96036d80126d652e92eba5ed96415b998a4f30574739177851,heldout,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
419,908daf01ba0ea03fc9b0bbc244f165b9df3515477ac7e0775c1127331d26bdc4,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
420,d3747f70cbcce00c72da265771bed172cc9c3c914bd146bd27e14854d48b91cb,heldout,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
421,90ec31471472043e2f5d66f91dacfb4dffe01e30a60459856a55fc1bd8642b2e,development,sealed,CENTRE-GAP,SETTLED-G384,1,1,1,2,COMPLETE,COMPLETE
422,d6342ac414c7fa42e782def5293e7fe0cd292bd37536cf667288ef6dc2129290,heldout,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
423,914518aa85f595b1534a72b83bde1f3768c13030027215f2cda311cd22b70684,development,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
424,d644011a1cffb42cfa23739f40c4995d43b372a93571ae52c86bd533841c4b9c,heldout,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
425,9219999b49a21ec154d0aa4764186021647adfcc913df6943167108859a61629,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
426,d803f84a1bf2829d52c6f2f180783289ad27e9a97dc38450e15007f5b909c1f5,heldout,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
427,93a1f9552036ab4f8824a729903fc83dc58e7d19805b28801ad80c6920ebf7eb,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
428,d81fad7aafb0125c9c7a43799ecfe96b2f8a0365842d357747d006b5bce6dbad,heldout,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
429,94c286feed13a545a8d4d114510f2bab69e6b6df4a0f457e823242dabe127c49,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
430,d89130c2299a26280faa875fd3c86e4afa065898199528d0884c14b3018a5a08,heldout,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
431,9553ae33713a507c8435a5f3fd836f986abb1d7d06575ddb2d63def9b5d80937,development,sealed,LABEL-DISAGREEMENT,SETTLED-G384,1,1,1,2,COMPLETE,COMPLETE
432,d945df5188e96ac7c4b857c6710a4c7ea298d394d82afdd8992f3c3e44a0e98f,heldout,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
433,955a98cd2fa522a84e7f594f917e45b2fe00588fbf40d79367af10e9ae388527,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
434,dbe27a83f38d25d487242a35438181866fc0e4ca7e64281692ee449e105d407b,heldout,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
435,9618f7b182f118664218c13d3bc0694ec24af865ec747ade93afe2f011b7b1c5,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
436,dc30f641fd411f5eae982edb6032c3c5d34a421e8174341e4f16b62bb2b7dfb6,heldout,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
437,966fc277e15622e5212657ad4d9559959244e0ebf1c85bce0f583038db478097,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
438,dd6672ddb657e5e47c0108623eb80670d8a25d687fcafefe5d3e783aa7536f82,heldout,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
439,9746fd6fd1039a88834733853858a22098eb0c921e125b0a33c552d364618373,development,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
440,e11e7a1ddfe77d0bff58d7056e7793326d94ddbb7c09562e58f513f6745cb652,heldout,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
441,986b875ca1e846ef09f76f5781b3fdb15444810a6a504abc62b7d7cb49643048,development,extra,LABEL-DISAGREEMENT,SETTLED-G384,1,1,1,2,COMPLETE,COMPLETE
442,e144d07100989d3a36482458cfdf3a7fbf7dd00eb3de9599b58fc06cb31fd96b,heldout,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
443,9a36cd5a21143857ac8350e624d82b7771a29ab40cf6f44fffd07bd02dc42402,development,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
444,e156d800c4405fb89da685a79ff9ad540add767bbdfc5bf0176885997875a3a9,heldout,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
445,9a43195cc9df5c4f94480b816d414874899fad38f9940f49dc4aba23375536cc,development,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
446,e225e1049d6a4cb08e8aac64fbcbdc8e7190185dd3cb7aeee20756abe9bfd12e,heldout,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
447,9b1cb353938d3904440b6cdff324bac8baed6ac035193edd5c04e7a4556dc89a,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
448,e68262a433bafad167691e9a21dd34b4030045a3dab058364914bade2b50ff88,heldout,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
449,9b2fabdd9328188b5a76c441e9045e19c35784458993d72fb1ea2fe3488c1fe1,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
450,e79d1d6072d37b3c0407b26e0ff50b2eace06cb7f4c7d02f425c6552eb037337,heldout,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
451,9bebb82ff4efdcb1879f9a506830b6e3be33831a60f2bcbd11844090352caf76,development,extra,LABEL-DISAGREEMENT,SETTLED-G384,1,1,1,2,COMPLETE,COMPLETE
452,e848892b2b1700dc05b6c9a1b91fdb65db644b5ae13bebecf3cec627330c222f,heldout,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
453,9c55d00df5a80514cef10b4a521418bcf466aefaeed08201231b76e124d83aca,development,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
454,eaa882f182d838e614de6785087352906fae1defe182255a4ea61825ee7eab7d,heldout,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
455,9c8891f0f6e49302adefce0da2eb45fa54e4be9c1acb68a114a46bcff388a74d,development,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
456,edce8ae845c0dd71d5cb5e6862086be7657d5a6aa80893adb11cbcf0205aeae7,heldout,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
457,9cfed5db6a874e31939804f68111e31f37903181a25b8b2fbc8a001dd8852667,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
458,f183ac9e41aa49dde97766504e80649a4e977cd4b2546ee4e3f0251db1b38702,heldout,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
459,9dd07735ebb2c1f0b8940edb31161569a544b2a48793b7efb68fa581345e4c81,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
460,f6c38194abd9fb6f1b8100df9cee13e4012d5208a103640ec4a9fc4ac9f9eec9,heldout,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
461,9dd920ed968a0c7b8fde40ed18f4c661a938831dd4ccd9e1f21dc4cf108aabf8,development,extra,LABEL-DISAGREEMENT,SETTLED-G384,1,1,1,2,COMPLETE,COMPLETE
462,fb1b5db3afd29b4429d1c5f2e93da793e200c5c617464d3c5b86b9e2536f263f,heldout,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
463,9e619c8794e085b29bed04b1c6223c1f77b2834bf45e30e8afcd932710032343,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
464,fd74ef3ff8775523a9726de1fd609b2296f73d66b81bce6d432f5ee1c349752b,heldout,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
465,9ec4658ae5da7ea22987575bc9ec1aa4b4eeb28c3cfcf5cac77a9625cece245a,development,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
466,fdc404d87dff0f2aa2cb8335c3b61419a04f6255496e1997c5ec3ad6a9de68b4,heldout,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
467,9f3e39ba1e780d197a84b9d59abf69b98904538c1c1a3c9924c7e196443c66d6,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
468,fe542224de892f6b3360d9b40409e1acf7270c185087f4bd7872f14dd7f3eb90,heldout,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
469,9f6bc8235112d70b1d5fe4cbbfcdb9fb7d717326ad86c5737d49e1e1b5a779c1,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
470,ff4169c59f81bb3188d80864ba7eb8993ca011c8beb08d32de06952776be41f3,heldout,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
471,9f8c16a01f3d6fbc21b84da67099223e0977555a98be864c7b1048601a74d824,development,extra,LABEL-DISAGREEMENT,SETTLED-G384,1,1,1,2,COMPLETE,COMPLETE
472,9fc7a394e3af6f381fc37a5e344e94f7935de035195138cae2c5e4e26a5a0e4a,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
473,9fead4c7337464183e293595e9c535922b01a9c22723953c0667dc80833e7c2c,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
474,a125eb8164e8a1027fe805be43b683adfa472a4ab3aa7e31af970eb630dfa8db,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
475,a421f16c9230b5a3286c6cbf01505585edc0af534638b0a46516b346d978d2c9,development,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
476,a501184c5ce1ba7445f0cb8b2f593f21d9de0dbba03b2a1c2367659200e2fd20,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
477,a5190ec4c92b51f2abb2386526ba30b131022d83dfe385df458072633a45b304,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
478,a572ec7277ec937e6831766f0bc7d846843f95f1b2772167469bec39b15befd8,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
479,a5a065e9cf918653fd6bcc3941f0456691438a9eb67e1eb7411345221c88fc45,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
480,a5a445b1cadd6908fac48e28f0428a6b92ca5b4dc2ba3e2d1001b2fd3f9822b2,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
481,a5e3d23f6e545af2e266e273014227a307296c7759129c47fbafc15a72ec6314,development,sealed,CENTRE-GAP,SETTLED-G384,1,1,1,2,COMPLETE,COMPLETE
482,a62bb168d5c0dfbe23b2afcfdfd348e112352be82e3f9367bc74742d3764f29a,development,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
483,a7e1b5ad168411710f9f674f5a11dbe988c2bf3f8aaccb1e982caf5e1953efa6,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
484,a7f31b00c9b3068214105265be850e393ce00daebe4b0a421c6ac44ce8321daf,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
485,a886ebe8dcfbabd0a7b75f04cacb4423a1c585a272f47b694045f84870f5ec7e,development,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
486,ab0e4f6ada8cdda8e2b9ba35d1b812d141fa9795803eb8645caf24da4d697ed2,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
487,ab3a6c3c5a4aeb475adcf9bb0fc9cdba9c4f0a03110f6663f9139cb2a40ba440,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
488,ab9bb337ea14772dbae79c2b8e53e2f386e6408898af87d9cba29b1c0469dab9,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
489,ac9f7eb7f2bfaf11de9c7a133474ff2c53b2f888be207da3ff8da413517bd516,development,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
490,adbb4cc1d4ac9a043ed18e6e92da64dd78023d6191bd134408d257091d6629b5,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
491,b03e51a438c71b2c69a33825b1e111a5d685abaa91740a3bad11c20c2467abf1,development,sealed,CENTRE-GAP,SETTLED-G384,1,1,1,2,COMPLETE,COMPLETE
492,b1501c3de99d2e76dae00520d2d6160d34f3b83a2f127362efb6935dcac0d374,development,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
493,b1826846fffe8b200cc10fc36a63f3d4ce3424ef747297205f2fe20d96f3a8b9,development,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
494,b1cb6633fc48051c209137f0885df2837158d54cc9ec222a42587cf6fa37e4f7,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
495,b21b286038c3db21b89558d40249b6cff4dc4dc617537dcdfc2222bab82386c2,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
496,b3549eb2457dab26b5e94f42636d3c96600905779732d92ccf4a4165c8d32bb9,development,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
497,b494d694673a2b364d451c42102d394b93283931baf02eec4f374171b7d616e3,development,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
498,b4fa729400972598aad1a850558b73c723eb394da591492185d1fb6df46e9410,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
499,b50d55a74545f50c699cf0451ac33a0986e401674802df5e9eca1ffca292f748,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
500,b70a17fb2007e6ea1da09c86d5b9ed95a3f35e44c3e77dba7bd59844d7f6fa0b,development,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
501,b7a2082d6195c6155c525ef5d6230be373b1c2a6b0ac19b99a58da74f122083b,development,extra,CENTRE-GAP,SETTLED-G384,1,1,1,2,COMPLETE,COMPLETE
502,b7ae0fca9906e6bc00fb0ba9160320180650bd2fd2651f5881023e2d4eb05c40,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
503,b84917cdbf318586d4153d6dee73109728d82b3f872b867bd965d482bf79af2c,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
504,b84afe3010872a855c45c1a25aa029b7fd886fe0bbc8f4bf2851b795b76c227d,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
505,b8f36a9692448126812862e4cdbdf5a2290f01907a3faa59c4ad4c767d2f137c,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
506,b9d6f540b4000ae4b66f960f41a609881e7af7688503c661c978f5ee39e09311,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
507,b9ddfc73add0532c0ba667ff69bf6ced4cbd9c2a3c811197b37e07630d997d61,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
508,ba1d29fe544563fe15630b04e0343868154aab26e718cfca3702ebef6978ffc8,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
509,bb17798d34b275ccb795db4341406c7c8eafb77d42c9ee45fb878c9d98ac0e38,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
510,bb7cbf538d4b2a22d3248ca614631d9cdffeb9e00b082496c2de524570400c2c,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
511,bb99aeb249c68a0d4a8f089c30498fab82442d57812d09fbdc6bda45563e99ae,development,extra,LABEL-DISAGREEMENT,SETTLED-G384,1,1,1,2,COMPLETE,COMPLETE
512,bc3f5a77cb1d4e7a18aadb1fb129f41df38d70ed048d78ec0534e8e8e677f93d,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
513,bc46741fe1036968019ec24fe5606241ebacc92acadbc13a8c2ca62b3604ddf0,development,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
514,bc51adfffdaa6ebfdd34da17dca7c8f26fcb974b7288ee6f08402bbdd4721c0a,development,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
515,bcc1174cac40a7db7fe859f14e22737f098826f06202f674fde4942198d42c11,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
516,bcd6bde84d4f564334e2158f6779d3dbd669ed1a6f18a54c726da569e6775e5a,development,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
517,bd251db670c174f56456f38789b25fb69a887d5741b2c48ee32c1434cdf0efac,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
518,bdcf73912f8622330a88d8ab513cc74c7b92e0f816cbc925ef88e7d177f4849f,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
519,be1e89d51985ee87dead837ecdb68dc78749a28a3c12a53bc3d73a6fc03415d7,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
520,becfa0b9bdff7d9fe8835390d9d755dc5f9286a743ef5b58e8daf0a5eb14bbae,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
521,bf77cbc60af01953c39c553bc094a0ecdef43e23bcb3ea502fe94026aba062a9,development,sealed,CENTRE-GAP,SETTLED-G384,1,1,1,2,COMPLETE,COMPLETE
522,c07853b2493f6ad8ccb12aa1119702270ed4eb485df1fceae0daf56095757b16,development,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
523,c130340efee4549e459681638e244506e98b84a3a5dd7aa17077c3088927043d,development,sealed,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
524,c1800a4454c8725c6e03b09d0d79af2bbdc34ba6f050e0ec3494de1a0c44e1af,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
525,c2041840c53638e2be1ebc5aebe086e3480d9af53b6e4e6f4595972fccd4364a,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
526,c369d72b91fbeff401d1bc4ece46c8fc627d0b73dfcc6544220d968f5102a1ca,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
527,c68e36cf6e1742074cc63f8a5717cca89aa15e59bb7557aa74885870e5e9fda3,development,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
528,c6c877370ce1ce4ffcafb507055a4a44c37e0f0f5cdd5094cad2a44516859d07,development,extra,CENTRE-GAP,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
529,c6f3e658d15d209b2d9b0d1568cf27c1b43a8516c255dbc89b5b43778ad60a04,development,sealed,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
530,c76ee0da93ac518297c823172a6a1c8f8795495dbb2083867130ee29549477f2,development,extra,LABEL-DISAGREEMENT,PENDING,1,0,0,2,FINISHER-ADJUDICATION,FINISHER-ADJUDICATION
