event_id,event_date,y,p_base,p_recalibrated_s05,standin_loss,loss_base,loss_recalibrated,paired_loss_differential,p1_id,p2_id,p1_id
20230415-wta-2023-W-FC-2023-G1-EPA-REL-EGY-DEN-01-213974-241714-1,2023-04-15,1.0,0.3007115475062149,0.3645320197044335,0.4890043397911526,0.4890043397911526,0.4038195539809265,-0.0851847858102261,213974,241714,213974
20230415-wta-2023-W-FC-2023-G1-EPA-REL-EGY-DEN-01-211529-220704-2,2023-04-15,0.0,0.16625497005216244,0.23387096774193547,0.02764071506704543,0.02764071506704543,0.05469562955254942,0.027054914485503987,211529,220704,211529
20230415-wta-2023-W-FC-2023-G2-EPA-PP5-8-BIH-KOS-01-211977-260277-1,2023-04-15,0.0,0.4535680418500968,0.4657402970771442,0.20572396858773118,0.20572396858773118,0.21691402432150653,0.01119005573377535,211977,260277,211977
20230415-wta-2023-W-FC-2023-G2-EPA-PP5-8-BIH-KOS-01-215131-215697-2,2023-04-15,1.0,0.7270990532044201,0.6513189448441247,0.07447492676192391,0.07447492676192391,0.12157847822461458,0.04710355146269067,215131,215697,215131
20230415-wta-2023-W-FC-2023-G2-EPA-PP5-8-LTU-ISR-01-238205-239387-1,2023-04-15,0.0,0.22738965257065064,0.28463476070528965,0.0517060540962012,0.0517060540962012,0.0810169470017575,0.0293108929055563,238205,239387,238205
20230415-wta-2023-W-FC-2023-G2-EPA-PP5-8-LTU-ISR-01-220174-223397-2,2023-04-15,0.0,0.1604977778483099,0.23355704697986576,0.02575953669424544,0.02575953669424544,0.05454889419395522,0.028789357499709782,220174,223397,220174
20230415-wta-2023-W-FC-2023-G2-EPA-PPO-EST-GRE-01-204394-216116-1,2023-04-15,1.0,0.7043444291593437,0.6514860977948226,0.08741221656911434,0.08741221656911434,0.12146194003027996,0.034049723461165624,204394,216116,204394
20230415-wta-2023-W-FC-2023-G2-EPA-PPO-EST-GRE-01-202604-204426-2,2023-04-15,1.0,0.09842528499913646,0.0951417004048583,0.8128369667288883,0.8128369667288883,0.8187685423462113,0.005931575617323048,202604,204426,202604
20230415-wta-2023-W-FC-2023-G2-EPA-PPO-POR-GEO-01-202410-213721-1,2023-04-15,0.0,0.4037554793926195,0.41539196940726575,0.16301848713956402,0.16301848713956402,0.1725504882480468,0.00953200110848279,202410,213721,202410
20230415-wta-2023-W-FC-2023-G2-EPA-PPO-POR-GEO-01-202493-216055-2,2023-04-15,0.0,0.5006738012631519,0.4993919740575596,0.2506742552712941,0.2506742552712941,0.24939234375310626,-0.0012819115181878504,202493,216055,202493
20230415-wta-2023-W-FC-2023-G2-EPA-REL-MLT-RSA-01-209712-233728-1,2023-04-15,1.0,0.49645168877992124,0.4936708860759494,0.2535609017325932,0.2535609017325932,0.25636917160711425,0.002808269874521041,209712,233728,209712
20230415-wta-2023-W-FC-2023-G2-EPA-REL-MLT-RSA-01-221014-233717-2,2023-04-15,1.0,0.7588253528578991,0.7209653092006032,0.05816521042411688,0.05816521042411688,0.07786035866951498,0.019695148245398093,221014,233717,221014
20230424-wta-2023-1038-201514-201616-175,2023-04-24,1.0,0.8341563368015428,0.7752928647497338,0.027504120623083314,0.027504120623083314,0.050493296632381425,0.02298917600929811,201514,201616,201514
20230424-wta-2023-1038-215785-216262-176,2023-04-24,1.0,0.5466947993269925,0.5358711566617863,0.2054856049571956,0.2054856049571956,0.2154155832184681,0.00992997826127251,215785,216262,215785
20230424-wta-2023-1038-214954-215453-179,2023-04-24,1.0,0.8885302165546499,0.8656914893617021,0.012425512621353243,0.012425512621353243,0.018038776029877766,0.0056132634085245235,214954,215453,214954
20230424-wta-2023-1038-220367-259799-180,2023-04-24,0.0,0.8322103003185287,0.7755319148936171,0.6925739839562558,0.6925739839562558,0.6014497510185605,-0.09112423293769534,220367,259799,220367
20230424-wta-2023-1038-215898-216133-183,2023-04-24,1.0,0.7879662167618388,0.7283281733746131,0.04495832523428755,0.04495832523428755,0.07380558138197428,0.028847256147686733,215898,216133,215898
20230424-wta-2023-1038-201606-202684-184,2023-04-24,1.0,0.39689014896007907,0.4151935021500239,0.36374149242139553,0.36374149242139553,0.3419986399275541,-0.021742852493841447,201606,202684,201606
20230424-wta-2023-1038-202429-210886-187,2023-04-24,0.0,0.7582066711429947,0.7213855421686748,0.5748773561657413,0.5748773561657413,0.5203971004499929,-0.05448025571574844,202429,210886,202429
20230424-wta-2023-1038-201709-214906-188,2023-04-24,1.0,0.6919015967902102,0.6516530905606133,0.0949246260604222,0.0949246260604222,0.1213455693159723,0.02642094325555011,201709,214906,201709
20230424-wta-2023-1038-202536-214388-191,2023-04-24,1.0,0.40332628362931056,0.41547277936962757,0.35601952380760993,0.35601952380760993,0.3416720716578681,-0.014347452149741813,202536,214388,202536
20230424-wta-2023-1038-204426-214096-192,2023-04-24,0.0,0.390962075170254,0.41575178997613366,0.15285134422143135,0.15285134422143135,0.17284955086835915,0.019998206646927807,204426,214096,204426
20230424-wta-2023-1038-220465-222258-195,2023-04-24,0.0,0.4712802425957094,0.49033643521832504,0.2221050670610707,0.2221050670610707,0.24042981970261468,0.018324752641543984,220465,222258,220465
20230424-wta-2023-1038-202628-213550-196,2023-04-24,1.0,0.08523589066189552,0.09557109557109557,0.8367933757331356,0.8367933757331356,0.8179916431664683,-0.018801732566667284,202628,213550,202628
20230424-wta-2023-1038-201551-216153-199,2023-04-24,1.0,0.07187247546305559,0.09767441860465116,0.8614207018030765,0.8614207018030765,0.8141914548404542,-0.04722924696262232,201551,216153,201551
20230424-wta-2023-1038-213710-214119-200,2023-04-24,0.0,0.6212059759403212,0.590625,0.38589686454396693,0.38589686454396693,0.3488378906249999,-0.03705897391896701,213710,214119,213710
20230424-wta-2023-1038-201366-220714-203,2023-04-24,0.0,0.7162306423632956,0.6518199233716475,0.5129863330601391,0.5129863330601391,0.42486921250422044,-0.08811712055591864,201366,220714,201366
20230424-wta-2023-1038-201466-213706-204,2023-04-24,0.0,0.6763940900641989,0.6261040235525025,0.45750896507377564,0.45750896507377564,0.3920062483086326,-0.06550271676514302,201466,213706,201466
20230424-wta-2023-1038-201499-223286-207,2023-04-24,1.0,0.8590462375391835,0.7748502994011977,0.019867963151860277,0.019867963151860277,0.05069238767973034,0.030824424527870063,201499,223286,201499
20230424-wta-2023-1038-201615-214459-208,2023-04-24,1.0,0.7894966957450471,0.7285382830626452,0.04431164110225327,0.04431164110225327,0.07369146376257653,0.02937982266032326,201615,214459,201615
20230424-wta-2023-1038-201585-211713-211,2023-04-24,0.0,0.7333226413270574,0.6937354988399071,0.5377620962828921,0.5377620962828921,0.4812689423506548,-0.05649315393223725,201585,211713,201585
20230424-wta-2023-1038-203463-215020-212,2023-04-24,1.0,0.7575374381655686,0.7203007518796991,0.05878809389131546,0.05878809389131546,0.07823166939906165,0.01944357550774619,203463,215020,203463
20230424-wta-2023-1038-203533-219917-215,2023-04-24,0.0,0.7109147420200467,0.6515078985160364,0.5053997704214295,0.5053997704214295,0.424462541828782,-0.08093722859264746,203533,219917,203533
20230424-wta-2023-1038-202446-215035-216,2023-04-24,1.0,0.6324271488349857,0.5539568345323741,0.13510980091357772,0.13510980091357772,0.1989545054603799,0.06384470454680219,202446,215035,202446
20230424-wta-2023-1038-202494-205925-219,2023-04-24,0.0,0.7946033968892794,0.7361111111111112,0.6313945583479816,0.6313945583479816,0.5418595679012347,-0.08953499044674695,202494,205925,202494
20230424-wta-2023-1038-211148-211684-220,2023-04-24,0.0,0.26839685472652536,0.3155778894472362,0.07203687162709156,0.07203687162709156,0.09958940430797203,0.027552532680880468,211148,211684,211148
20230424-wta-2023-1038-214939-259104-223,2023-04-24,1.0,0.5434033635033332,0.5360409806073912,0.2084804884600693,0.2084804884600693,0.21525797167575111,0.0067774832156818066,214939,259104,214939
20230424-wta-2023-1038-201696-206408-224,2023-04-24,1.0,0.4398109281370819,0.46551724137931033,0.3138117962346376,0.3138117962346376,0.28567181926278246,-0.028139976971855163,201696,206408,201696
20230424-wta-2023-1038-216016-219875-227,2023-04-24,1.0,0.2427910749379528,0.29895104895104896,0.573365356193621,0.573365356193621,0.49146963176683456,-0.08189572442678639,216016,219875,216016
20230424-wta-2023-1038-201506-203575-228,2023-04-24,0.0,0.6287315910019731,0.6236559139784946,0.3953034135238723,0.3953034135238723,0.3889466990403515,-0.00635671448352082,201506,203575,201506
20230424-wta-2023-1038-201427-211817-231,2023-04-24,1.0,0.7199714029905456,0.6511961722488038,0.0784160151430834,0.0784160151430834,0.12166411025388617,0.04324809511080277,201427,211817,201427
20230424-wta-2023-1038-213646-216083-232,2023-04-24,0.0,0.503315696280444,0.4991896272285253,0.25332669012226816,0.25332669012226816,0.24919028393255402,-0.004136406189714142,213646,216083,213646
20230424-wta-2023-1038-213583-223253-235,2023-04-24,1.0,0.6960747032610308,0.6513629842180774,0.09237058599787047,0.09237058599787047,0.12154776877332457,0.0291771827754541,213583,223253,213583
20230424-wta-2023-1038-202600-211814-236,2023-04-24,0.0,0.606430926306815,0.5624195624195626,0.36775846838134174,0.36775846838134174,0.31631576419221225,-0.051442704189129496,202600,211814,202600
20230424-wta-2023-1038-201514-214544-238,2023-04-24,0.0,0.38026388459242366,0.4155534351145038,0.1446006219253201,0.1446006219253201,0.17268465743546413,0.028084035510144018,201514,214544,201514
20230424-wta-2023-1038-215785-216146-239,2023-04-24,1.0,0.4177770723771059,0.43543046357615894,0.3389835374497738,0.3389835374497738,0.31873876145783075,-0.02024477599194302,215785,216146,215785
20230424-wta-2023-1038-202663-214954-240,2023-04-24,1.0,0.24892149623629725,0.3152610441767068,0.5641189188159225,0.5641189188159225,0.46886743762197397,-0.0952514811939485,202663,214954,202663
20230424-wta-2023-1038-206242-259799-241,2023-04-24,0.0,0.50089781207938,0.49898744430943764,0.25089861814590986,0.25089861814590986,0.24898846957846413,-0.0019101485674457297,206242,259799,206242
20230424-wta-2023-1038-201520-215898-242,2023-04-24,0.0,0.754781398874689,0.7207207207207207,0.5696949600872323,0.5696949600872323,0.519438357276195,-0.050256602811037276,201520,215898,201520
20230424-wta-2023-1038-201606-210722-243,2023-04-24,0.0,0.19181066182129253,0.27379873073436084,0.03679132998832225,0.03679132998832225,0.07496574495174703,0.03817441496342478,201606,210722,201606
20230424-wta-2023-1038-210886-211843-244,2023-04-24,1.0,0.40845047744981144,0.46421267893660534,0.34993083762935606,0.34993083762935606,0.28706805341228914,-0.06286278421706692,210886,211843,210886
20230424-wta-2023-1038-201614-201709-245,2023-04-24,1.0,0.6953333270289448,0.6515296367112811,0.0928217816192519,0.0928217816192519,0.12143159409057176,0.028609812471319856,201614,201709,201614
20230424-wta-2023-1038-201603-202536-246,2023-04-24,1.0,0.6313696575600328,0.5247524752475248,0.13588832936740747,0.13588832936740747,0.22586020978335455,0.08997188041594709,201603,202536,201603
20230424-wta-2023-1038-201593-214096-247,2023-04-24,1.0,0.2682505104948307,0.3159478435305918,0.5354573153910759,0.5354573153910759,0.4679273527704477,-0.06752996262062816,201593,214096,201593
20230424-wta-2023-1038-211533-222258-248,2023-04-24,1.0,0.7315076365315345,0.6921296296296297,0.07208814924088258,0.07208814924088258,0.09478416495198902,0.022696015711106438,211533,222258,211533
20230424-wta-2023-1038-202628-214643-249,2023-04-24,0.0,0.3024000324433606,0.365710080941869,0.09144577962174555,0.09144577962174555,0.1337438633025084,0.04229808368076285,202628,214643,202628
20230424-wta-2023-1038-201551-206289-250,2023-04-24,0.0,0.060946142059240885,0.09917355371900827,0.0037144322319051706,0.0037144322319051706,0.009835393757257019,0.006120961525351848,201551,206289,201551
20230424-wta-2023-1038-202499-214119-251,2023-04-24,0.0,0.7343367714160044,0.6928406466512701,0.5392504938536811,0.5392504938536811,0.4800281616521501,-0.05922233220153095,202499,214119,202499
20230424-wta-2023-1038-211651-220714-252,2023-04-24,1.0,0.8252717200234267,0.7708333333333334,0.03052997182357177,0.03052997182357177,0.05251736111111109,0.021987389287539322,211651,220714,211651
20230424-wta-2023-1038-213706-221103-253,2023-04-24,0.0,0.19995351085852944,0.27355072463768115,0.03998140650465205,0.03998140650465205,0.07482999894980046,0.0348485924451484,213706,221103,213706
20230424-wta-2023-1038-201499-214082-254,2023-04-24,0.0,0.5362847198462904,0.509090909090909,0.28760130074061424,0.28760130074061424,0.2591735537190082,-0.028427747021606053,201499,214082,201499
20230424-wta-2023-1038-201615-213525-255,2023-04-24,1.0,0.5425569700319138,0.5362106803218724,0.20925412566638338,0.20925412566638338,0.2151005330475005,0.005846407381117108,201615,213525,201615
20230424-wta-2023-1038-211713-215713-256,2023-04-24,0.0,0.531844146142656,0.4987854251012146,0.2828581957862108,0.2828581957862108,0.24878690029339937,-0.03407129549281143,211713,215713,211713
20230424-wta-2023-1038-203463-206368-257,2023-04-24,0.0,0.40310309718823173,0.41535526943252266,0.162492106962745,0.162492106962745,0.17251999984536348,0.010027892882618489,203463,206368,203463
20230424-wta-2023-1038-201458-219917-258,2023-04-24,0.0,0.8692095087597835,0.792147806004619,0.7555251701184242,0.7555251701184242,0.6274981465579315,-0.12802702356049278,201458,219917,201458
20230424-wta-2023-1038-202446-203354-259,2023-04-24,0.0,0.3292068462073962,0.36554621848739494,0.10837714758982021,0.10837714758982021,0.13362403785043428,0.025246890260614066,202446,203354,202446
20230424-wta-2023-1038-205925-213631-260,2023-04-24,0.0,0.6866839073786887,0.6516961299569995,0.47153478865286347,0.47153478865286347,0.42470784580093046,-0.04682694285193301,205925,213631,205925
20230424-wta-2023-1038-202468-211684-261,2023-04-24,1.0,0.8203669135196513,0.7713097713097713,0.03226804575845644,0.03226804575845644,0.052299220698389104,0.020031174939932665,202468,211684,202468
20230424-wta-2023-1038-214939-214981-262,2023-04-24,1.0,0.06182880338699416,0.09836065573770492,0.8801651941542793,0.8801651941542793,0.8129535071217415,-0.06721168703253777,214939,214981,214939
20230424-wta-2023-1038-201549-201696-263,2023-04-24,1.0,0.5734437608872447,0.5363802559414991,0.18195022512601808,0.18195022512601808,0.21494326708086992,0.03299304195485184,201549,201696,201549
20230424-wta-2023-1038-215370-216016-264,2023-04-24,0.0,0.6757589243583332,0.6257969592937714,0.4566501238499315,0.4566501238499315,0.39162183426133024,-0.06502828958860124,215370,216016,215370
20230424-wta-2023-1038-203575-206252-265,2023-04-24,0.0,0.1855987467379713,0.27334337349397597,0.03444689479070561,0.03444689479070561,0.07471659983306725,0.04026970504236164,203575,206252,203575
20230424-wta-2023-1038-201427-206420-266,2023-04-24,0.0,0.5434491487398216,0.5365497076023389,0.2953369772660368,0.2953369772660368,0.28788558872815534,-0.007451388537881465,201427,206420,201427
20230424-wta-2023-1038-216083-221012-267,2023-04-24,0.0,0.3059679163149527,0.3651726671565026,0.09361636581411388,0.09361636581411388,0.13335107683819383,0.03973471102407995,216083,221012,216083
20230424-wta-2023-1038-211095-213583-268,2023-04-24,1.0,0.37045441833848614,0.4151572926596759,0.3963276393895338,0.3963276393895338,0.3420409923291601,-0.05428664706037373,211095,213583,211095
20230424-wta-2023-1038-211814-216347-269,2023-04-24,0.0,0.04109069504555484,0.041666666666666664,0.0016884452193267853,0.0016884452193267853,0.001736111111111111,4.766589178432576e-05,211814,216347,211814
20230424-wta-2023-1038-214544-215785-270,2023-04-24,1.0,0.8165226300630016,0.7520798668885192,0.03366394527899815,0.03366394527899815,0.06146439240201434,0.027800447123016186,214544,215785,214544
20230424-wta-2023-1038-202663-259799-271,2023-04-24,0.0,0.5613343811266102,0.5363536719035441,0.31509628743479445,0.31509628743479445,0.2876752613644146,-0.027421026070379828,202663,259799,202663
20230424-wta-2023-1038-210722-215898-272,2023-04-24,1.0,0.5393226172380479,0.5361577794010227,0.21222365098840215,0.21222365098840215,0.2151496056101903,0.002925954621788157,210722,215898,210722
20230424-wta-2023-1038-201614-210886-273,2023-04-24,0.0,0.7691799064637903,0.7287480680061824,0.5916377285076452,0.5916377285076452,0.5310737466227434,-0.06056398188490175,201614,210886,201614
20230424-wta-2023-1038-201593-201603-274,2023-04-24,1.0,0.4860681039080778,0.4899856938483547,0.2641259938206382,0.2641259938206382,0.2601145924793442,-0.004011401341294019,201593,201603,201593
20230424-wta-2023-1038-211533-214643-275,2023-04-24,0.0,0.6971722205853295,0.6516472868217055,0.4860491051558793,0.4860491051558793,0.42464418642209006,-0.06140491873378923,211533,214643,211533
20230424-wta-2023-1038-206289-214119-276,2023-04-24,1.0,0.7985148495823102,0.7340720221606648,0.040596265838839074,0.040596265838839074,0.07071768939771796,0.030121423558878882,206289,214119,206289
20230424-wta-2023-1038-211651-221103-277,2023-04-24,1.0,0.4026784980687759,0.415435921867556,0.3567929766693734,0.3567929766693734,0.34171516144283404,-0.015077815226539337,211651,221103,211651
20230424-wta-2023-1038-201615-214082-278,2023-04-24,0.0,0.39780346027154156,0.4157142857142857,0.15824759300401195,0.15824759300401195,0.17281836734693876,0.014570774342926807,201615,214082,201615
20230424-wta-2023-1038-206368-215713-279,2023-04-24,1.0,0.5946980794309467,0.5620578778135049,0.16426964681696324,0.16426964681696324,0.191793302385211,0.027523655568247762,206368,215713,206368
20230424-wta-2023-1038-203354-219917-280,2023-04-24,1.0,0.7514489480720484,0.719640179910045,0.06177762541449128,0.06177762541449128,0.07860162872087192,0.016824003306380647,203354,219917,203354
20230424-wta-2023-1038-202468-213631-281,2023-04-24,1.0,0.8154860924004403,0.7524916943521596,0.03404538209765884,0.03404538209765884,0.0612603613646648,0.02721497926700596,202468,213631,202468
20230424-wta-2023-1038-201549-214939-282,2023-04-24,1.0,0.7043633832276889,0.6513317191283293,0.08740100917657835,0.08740100917657835,0.12156957008600623,0.03416856090942788,201549,214939,201549
20230424-wta-2023-1038-206252-216016-283,2023-04-24,1.0,0.7141740538446351,0.6515004840271055,0.08169647149560957,0.08169647149560957,0.12145191263334176,0.03975544113773219,206252,216016,206252
20230424-wta-2023-1038-206420-221012-284,2023-04-24,1.0,0.42177849836204906,0.43636363636363634,0.3343401049564469,0.3343401049564469,0.31768595041322323,-0.016654154543223665,206420,221012,206420
20230424-wta-2023-1038-211095-216347-285,2023-04-24,0.0,0.06087799400730464,0.10161662817551963,0.0037061301543534196,0.0037061301543534196,0.01032593912176181,0.006619808967408391,211095,216347,211095
20230424-wta-2023-1038-214544-259799-286,2023-04-24,1.0,0.717561888307806,0.6516690856313497,0.07977128693625227,0.07977128693625227,0.12133442590489997,0.0415631389686477,214544,259799,214544
20230424-wta-2023-1038-210722-210886-287,2023-04-24,0.0,0.6494808463117481,0.6254901960784311,0.4218253697258245,0.4218253697258245,0.39123798539023424,-0.030587384335590273,210722,210886,210722
20230424-wta-2023-1038-201593-214643-288,2023-04-24,1.0,0.5318497789714032,0.4985835694050991,0.21916462944912407,0.21916462944912407,0.2514184368705311,0.032253807421407044,201593,214643,201593
20230424-wta-2023-1038-206289-211651-289,2023-04-24,1.0,0.509875437746244,0.4987864077669903,0.24022208652443594,0.24022208652443594,0.25121506503911767,0.010992978514681728,206289,211651,206289
20230424-wta-2023-1038-206368-214082-290,2023-04-24,1.0,0.48641599487599224,0.490350250178699,0.26376853031921677,0.26376853031921677,0.25974286749291475,-0.004025662826302012,206368,214082,206368
20230424-wta-2023-1038-202468-203354-291,2023-04-24,1.0,0.6576044139478209,0.6251837334639884,0.1172347373480152,0.1172347373480152,0.14048723365999452,0.023252496311979315,202468,203354,202468
20230424-wta-2023-1038-201549-206252-292,2023-04-24,1.0,0.37917421326606443,0.41551642075202283,0.38542465747381,0.38542465747381,0.3416210544105265,-0.043803603063283514,201549,206252,201549
20230424-wta-2023-1038-206420-216347-293,2023-04-24,0.0,0.12023568614464605,0.15254237288135594,0.01445662022267383,0.01445662022267383,0.023269175524274637,0.008812555301600807,206420,216347,206420
20230424-wta-2023-1038-210886-214544-294,2023-04-24,0.0,0.23105080533083625,0.28391959798994976,0.053384474644027985,0.053384474644027985,0.08061033812277468,0.027225863478746698,210886,214544,210886
20230424-wta-2023-1038-201593-206289-295,2023-04-24,0.0,0.2993265455827156,0.3385354141656663,0.08959638089048153,0.08959638089048153,0.11460622664431921,0.02500984575383769,201593,206289,201593
20230424-wta-2023-1038-202468-206368-296,2023-04-24,0.0,0.6449873013135771,0.5846774193548387,0.41600861885577106,0.41600861885577106,0.34184768470343396,-0.0741609341523371,202468,206368,202468
20230424-wta-2023-1038-201549-216347-297,2023-04-24,0.0,0.1540547794634657,0.23076923076923073,0.023732875075537056,0.023732875075537056,0.053254437869822466,0.02952156279428541,201549,216347,201549
20230424-wta-2023-1038-206289-214544-298,2023-04-24,0.0,0.3904406072174709,0.41579448144624165,0.1524438677643474,0.1524438677643474,0.172885050801149,0.02044118303680159,206289,214544,206289
20230424-wta-2023-1038-206368-216347-299,2023-04-24,0.0,0.2054037773878553,0.2733031674208145,0.042190711765199625,0.042190711765199625,0.07469462132224977,0.03250390955705015,206368,216347,206368
20230424-wta-2023-1038-214544-216347-300,2023-04-24,1.0,0.3473574629585501,0.3680456490727532,0.4259422811559003,0.4259422811559003,0.3993663016558777,-0.026575979500022606,214544,216347,214544
20230508-wta-2023-709-213550-213710-175,2023-05-08,1.0,0.8124028948109242,0.7529021558872305,0.03519267387532117,0.03519267387532117,0.06105734456517852,0.02586467068985735,213550,213710,213550
20230508-wta-2023-709-210886-215020-176,2023-05-08,0.0,0.8373602690873224,0.7751196172248804,0.701172220245993,0.701172220245993,0.6008104210068451,-0.1003617992391479,210886,215020,210886
20230508-wta-2023-709-211684-222396-179,2023-05-08,1.0,0.5896666863831952,0.5475113122171947,0.1683734282637471,0.1683734282637471,0.204746012571405,0.03637258430765791,211684,222396,211684
20230508-wta-2023-709-201585-206408-180,2023-05-08,1.0,0.6412851899342734,0.5838926174496645,0.1286763149604903,0.1286763149604903,0.17314535381289128,0.04446903885240097,201585,206408,201585
20230508-wta-2023-709-211817-222258-183,2023-05-08,1.0,0.39486986785322337,0.41559676652401334,0.3661824768319753,0.3661824768319753,0.3415271392971886,-0.024655337534786714,211817,222258,211817
20230508-wta-2023-709-201603-222328-184,2023-05-08,0.0,0.6146174370532695,0.5623393316195374,0.37775459392992977,0.37775459392992977,0.3162255238863081,-0.06152907004362168,201603,222328,201603
20230508-wta-2023-709-215785-219875-187,2023-05-08,1.0,0.424227605313128,0.4372937293729373,0.33151385048345516,0.33151385048345516,0.31663834700301713,-0.014875503480438035,215785,219875,215785
20230508-wta-2023-709-202536-211702-188,2023-05-08,1.0,0.6155200231646645,0.5619781631342328,0.14782485258730013,0.14782485258730013,0.1918631295712608,0.04403827698396068,202536,211702,202536
20230508-wta-2023-709-203501-204434-191,2023-05-08,1.0,0.5168079128846569,0.4989890820865346,0.23347459305088133,0.23347459305088133,0.2510119398684932,0.01753734681761185,203501,204434,203501
20230508-wta-2023-709-214593-216016-192,2023-05-08,0.0,0.4048798829732292,0.4158745247148289,0.16392771963641575,0.16392771963641575,0.17295162030678482,0.009023900670369067,214593,216016,214593
20230508-wta-2023-709-201427-206124-195,2023-05-08,1.0,0.7417735388549132,0.704954954954955,0.06668090523551505,0.06668090523551505,0.08705157860563265,0.020370673370117595,201427,206124,201427
20230508-wta-2023-709-213583-214388-196,2023-05-08,0.0,0.5724631189630435,0.5363271266885726,0.32771402257289567,0.32771402257289567,0.2876467868220202,-0.04006723575087545,213583,214388,213583
20230508-wta-2023-709-203463-215898-199,2023-05-08,1.0,0.3895502359543994,0.4156769596199525,0.3726489144233294,0.3726489144233294,0.34143341551898254,-0.031215498904346883,203463,215898,203463
20230508-wta-2023-709-201616-220714-200,2023-05-08,0.0,0.5116759884468983,0.49919159256265166,0.26181231715311043,0.26181231715311043,0.24919224608523644,-0.012620071067873995,201616,220714,201616
20230508-wta-2023-709-214919-216083-203,2023-05-08,0.0,0.47316192468613694,0.49071428571428566,0.2238822069726895,0.2238822069726895,0.24080051020408158,0.016918303231392068,214919,216083,214919
20230508-wta-2023-709-201709-202600-204,2023-05-08,1.0,0.722963354889043,0.6518375241779497,0.07674930273433436,0.07674930273433436,0.12121710957053976,0.044467806836205395,201709,202600,201709
20230508-wta-2023-709-221000-221354-207,2023-05-08,0.0,0.5,0.498989898989899,0.25,0.25,0.2489909192939496,-0.0010090807060504081,221000,221354,221000
20230508-wta-2023-709-211814-215572-208,2023-05-08,1.0,0.4719107160904549,0.49036402569593157,0.27887829178009615,0.27887829178009615,0.25972882630485705,-0.019149465475239102,211814,215572,211814
20230508-wta-2023-709-201514-220465-211,2023-05-08,1.0,0.8622194005063633,0.7903225806451613,0.018983493596825933,0.018983493596825933,0.043964620187304904,0.02498112659047897,201514,220465,201514
20230508-wta-2023-709-203575-214459-212,2023-05-08,1.0,0.6796757445792615,0.6253672869735553,0.10260762861085052,0.10260762861085052,0.1403496696695545,0.03774204105870399,203575,214459,203575
20230508-wta-2023-709-201551-202429-215,2023-05-08,0.0,0.1298769606911704,0.16,0.016868024918375826,0.016868024918375826,0.0256,0.008731975081624176,201551,202429,201551
20230508-wta-2023-709-214096-215872-216,2023-05-08,1.0,0.8135200885327997,0.7533112582781455,0.034774757380814876,0.034774757380814876,0.060855335292311845,0.02608057791149697,214096,215872,214096
20230508-wta-2023-709-202662-214906-219,2023-05-08,0.0,0.5401387483191761,0.5361313868613138,0.2917498674358062,0.2917498674358062,0.2874368639778357,-0.004313003457970532,202662,214906,202662
20230508-wta-2023-709-204431-211651-220,2023-05-08,0.0,0.160943498975038,0.23324396782841822,0.025902809862328062,0.025902809862328062,0.054402748528344196,0.028499938666016134,204431,211651,204431
20230508-wta-2023-709-211148-216133-223,2023-05-08,1.0,0.45793373940948606,0.46577309717568216,0.293835830870583,0.293835830870583,0.28539838370126314,-0.008437447169319878,211148,216133,211148
20230508-wta-2023-709-214939-215035-224,2023-05-08,1.0,0.6129176502108197,0.5622593068035946,0.14983274551831335,0.14983274551831335,0.19161691448006954,0.041784168961756185,214939,215035,214939
20230508-wta-2023-709-201466-214954-227,2023-05-08,0.0,0.20160746367284085,0.2730560578661845,0.040645569408595844,0.040645569408595844,0.07455961073742108,0.03391404132882524,201466,214954,201466
20230508-wta-2023-709-201366-202628-228,2023-05-08,1.0,0.7278459101986996,0.6666666666666666,0.07406784859557429,0.07406784859557429,0.11111111111111113,0.03704326251553684,201366,202628,201366
20230508-wta-2023-709-204426-219917-231,2023-05-08,1.0,0.7116945034607858,0.652005799903335,0.08312005933472287,0.08312005933472287,0.12109996330091774,0.03797990396619487,204426,219917,204426
20230508-wta-2023-709-205925-220367-232,2023-05-08,1.0,0.38160674079143736,0.41595441595441596,0.3824102230345885,0.3824102230345885,0.34110924424314737,-0.04130097879144112,205925,220367,205925
20230508-wta-2023-709-201615-202494-235,2023-05-08,1.0,0.24402187893291555,0.30017452006980805,0.5715029195321193,0.5715029195321193,0.4897557023595235,-0.08174721717259581,201615,202494,201615
20230508-wta-2023-709-201499-201506-236,2023-05-08,1.0,0.7375050999464691,0.70561797752809,0.0689035725541132,0.0689035725541132,0.08666077515465215,0.01775720260053895,201499,201506,201499
20230508-wta-2023-709-213550-214544-238,2023-05-08,1.0,0.18017855194678656,0.23293172690763053,0.6721072066880678,0.6721072066880678,0.5883937355849099,-0.08371347110315785,213550,214544,213550
20230508-wta-2023-709-211843-215020-239,2023-05-08,1.0,0.6562129160836203,0.6255506607929514,0.11818955906772789,0.11818955906772789,0.14021230763259535,0.022022748564867453,211843,215020,211843
20230508-wta-2023-709-201619-211684-240,2023-05-08,1.0,0.702827880361974,0.6521739130434783,0.08831126869015726,0.08831126869015726,0.12098298676748581,0.03267171807732855,201619,211684,201619
20230508-wta-2023-709-201458-201585-241,2023-05-08,1.0,0.5168022161418444,0.498788368336026,0.23348009832543284,0.23348009832543284,0.2512130997152631,0.017733001389830277,201458,201585,201458
